C骴igo del organismo;Nombre del organismo;A駉 Informado;Trimestre Informado;Item de Gastos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;1.514.444;0;1.885.120
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;7.752.930;4.570.508;21.777.668
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;1.368.418;777.778;777.778
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;90.753.937;0;0
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos de personal;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;2.371.721;3.555.258;5.593.194
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;941.324;1.376.912;1.205.450
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;1.810.000
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2016;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;5.133.315;7.368.320;6.477.086;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Otros gastos de administraci髇;Pesos;1.450.000;2.160.000;1.050.000;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;15.782.607;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Otros gastos de administraci髇;Pesos;0;0;0;2.130.000;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Abr - Jun;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos de Personal;Pesos;0;0;0;0;0;0;0;0;0;0;0;1.500.000
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;0;0;121.288
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2016;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos de Personal;Pesos;3.277.778;2.777.778;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP030;Partido Ciudadanos (CIU);2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2016;Oct - Dic;Gastos de personal;Pesos;0;0;0;0;0;0;0;0;0;0;0;1.111.111
PP031;Partido Todos;2016;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;0;0;2.310.736
PP031;Partido Todos;2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2016;Oct - Dic;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2016;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2016;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2016;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2016;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2016;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos de personal;Pesos;1.800.000;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;1.093.474;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
